id,AC093001.1,MUCL1,ROCR,HMGCS2,CYP4Z2P,CLCA2,SOX10,CT83,LINC01152,HORMAD1,CYP4Z1,ROPN1B,SPINK8,TFAP2B,TDRD1,ADH1C,ROPN1,PRSS33,GABRP,SDR16C5,CEACAM5,DLX6,CPHL1P,TSPAN8,FOXA1,LEMD1,LINC02188,CCL21,LINC02487,FREM2,SLC6A15,LINC00993,LINC01956,IYD,CEACAM7,ENSG00000240800,ABCC12,MIA,LINC01198,CYP4F8,KLHDC7A,TMC5,ANKRD30A,ABCA12,OCA2,LRRC31,TFF3,HGD,AC096996.2,REEP6,ZIC1,AR,AGR2,TTC6,LRG1,SLC44A4,AC020907.1,SMIM31,C7,TPSB2,UGT8,FCN2,CNTNAP2,SPDEF,TMEM213,ZBTB8B,COL9A1,ENSG00000254967,ELF5,CAPN13,OXGR1,SHC4,DLX6-AS1,SIDT1,PRAME,SOX9-AS1,ZBTB16,LINC01224,CPA3,AC008268.1,TPSAB1,TTYH1,SPHKAP,KIRREL3-AS1,CCKBR,C9orf152,AC024940.2,RLBP1,FAM19A3,CA6,AP001783.1,AARD,FABP4,PLA2G2A,BCAS1,LRFN2,EPGN,SLCO4A1-AS1,PRR15,ART3,PLEKHG7,CTSG,AC005077.4,LINC02015,POU4F1,HDC,AL157387.1,AC011247.1,OGN,GABBR2,MUC16,ST6GALNAC1,RASGEF1C,SOX8,AC015712.4,NDUFB4P11,CRABP1,SEC14L4,MS4A2,SLC27A6,S100A1,TPSD1,KNDC1,SCRG1,MLPH,SELP,NCMAP,CHRM3,AL022334.1,PCDH8,FCER2,ZIC4,EN1,TFCP2L1,SFRP1,MMRN1,ABCA8,TCAM1P,VGLL1,PTX3,CST2,DLGAP1,AC022101.1,DSC3,PLEKHB1,TMPRSS5,SYTL5,ENSG00000232224,PLS3-AS1,PLA2G4F,CRHR1,MAPK4,CYP4B1,GFRA3,OR7E22P,EPHA7,ABCC8,KRT9,AC245884.9,BLK,NRTN,GTF2IP7,OPRK1,SLC7A2,C8orf46,SCUBE2,AC021683.2,LINC00862,SOX6,FBN3,KYNU,TMEM45B,AC098936.1,CMTM5,OR2B6,C4B,LINC00160,ATP1A2,AC022148.1,MFAP4,KRT83,CILP,LINC00518,LILRA4,LAMP5,LINC01122,CNR2,AC069148.1,DRAIC,CD19,FOXD3,KCNK5,IMPDH1P8,SFRP4,NRK,HRASLS2,EXTL1,CD177,SERPINB5,GFRA1,CXCL14,LINC00504,CYP4F22,MSX2,RPSAP69,LINC00839,WNK3,SCN2B,FOXD3-AS1,TSPAN1,LINC00092,CMA1,KERA,C9orf170,ENSG00000253701,C1QL4,SVOPL
SD1576,0.348,2.225,14.117,0.139,0.035,0.73,206.047,0,4.103,3.894,0.487,1.182,0,0.417,0.104,0.417,1.182,0.035,1497.124,0.104,0.035,0.243,0.035,0.313,0.591,0.07,0.73,2.816,0.035,1.843,4.52,0.104,8.31,0.07,0,0.035,0,4.798,0.278,0.07,0.07,0.278,0.07,0.522,0.556,0,0.243,0.278,0,1.147,0.487,11.961,1.426,0.07,0.348,19.854,0,0,9.179,1.008,21.696,0.035,0.348,0.348,0,0.765,340.989,0,4.172,0.174,0.661,119.365,0.695,2.33,124.233,7.093,0.452,0,2.051,0,1.147,35.465,0.035,0.035,1.008,1.182,4.416,0,1.599,1.912,0,11.683,50.695,5.598,1.46,0,0.07,0,5.807,49.999,0.035,0.278,0,0,0.382,0.139,0.035,0.07,6.259,0,1.043,0.07,0.07,149.024,0.904,0.313,0.626,0.556,0.348,0.974,0.487,0,0.035,8.936,5.285,1.182,4.033,41.55,0.278,1.669,0.278,0.07,198.223,169.121,251.248,3.512,10.396,1.113,14.29,14.951,2.364,23.435,0,3.755,53.163,29.415,0.209,0.348,1.217,0.243,2.086,32.545,0.695,3.755,0.8,4.972,0.035,0.974,0.382,0.452,3.651,0.035,0.104,5.598,0.209,27.538,0,0.104,1.217,37.169,6.641,0.73,0,2.191,0,3.095,0,0.73,0,39.29,0.139,152.675,0,0.487,14.464,3.199,0.417,0.8,0.139,0.974,1.182,48.191,0.626,144.434,3.999,0.139,5.111,6.363,21.557,2.26,57.961,0.243,0.209,2.295,0.834,3.442,4.624,0.695,3.686,1.599,0.174,0.209,2.051,0.452,0.07,0.209,0.626
SD1614,0.777,5.898,8.276,0.274,0.091,0.137,2.149,0,3.521,0.091,1.509,1.417,0,412.923,0.183,0.229,6.127,3.155,117.371,5.715,0,0.366,0.412,10.196,41.471,2.332,0.914,4.435,0.229,64.972,76.86,0.046,12.574,0.046,0,0,0,4.847,0,0.183,63.326,79.695,0.229,0.64,0.091,0,133.374,0.091,0,4.618,0,2.058,3.338,2.789,0.229,0.594,1.143,0,4.161,0.549,82.164,0.091,1.143,7.361,0.137,12.665,198.666,0.046,4.207,5.075,0.869,1.509,8.276,0.869,442.643,8.825,0.091,3.155,3.338,0.046,1.052,75.077,0.229,1.6,0.777,1.92,3.475,3.338,0,0.869,6.721,8.459,38.361,1.326,0.412,0.091,0.091,1.235,0.503,286.774,0.412,0.777,0.549,0.091,0.732,0.412,0.183,3.978,4.527,0.229,2.56,0.594,0.046,75.808,0.457,0,1.966,0,0.137,0.594,6.355,0,0.046,2.24,10.013,2.789,14.54,0.732,4.298,0.549,0.183,0,106.626,74.985,44.671,2.469,2.926,0.32,0.503,171.278,0.366,0.914,0,7.087,22.907,42.339,0.503,1.097,0.091,0.091,0.229,37.95,0.091,1.006,0.366,25.605,0,0.046,0.64,0.046,10.745,0.412,0.823,3.338,0.503,2.926,3.566,1.326,8.916,64.561,63.28,0.549,0.137,0.32,0.046,0.823,0.046,0.32,2.103,7.224,0.366,22.77,0,0.274,0.869,6.904,0.183,0.594,0.137,0.091,0,15.774,1.052,26.839,0.732,0.137,21.81,0.503,8.047,89.937,22.953,0.046,0.046,0.412,0.549,1.189,11.614,0.046,0,0.091,0.091,0.503,0.274,0.046,0.091,0.32,1.783
SD1640,1718.99,11552.339,0.264,1914.819,218.227,2830.737,0.595,0,0.066,0.066,458.587,0.132,364.042,245.315,1.189,1.321,0,0,4.03,261.502,1999.057,0,388.421,41.888,377.057,0,0,3.237,0,0,0,9.514,0,24.842,10.241,9.778,25.701,0.132,0,3.7,7.73,94.149,44.861,327.175,0,107.627,6.277,1.454,7.135,145.352,9.976,552.537,1546.02,14.8,123.682,156.122,0,40.831,26.163,1.454,0.066,0.066,13.875,178.783,0.33,0,0,1.387,7.928,164.182,0,0.859,0.132,65.937,0,0.462,1.586,0,29.07,31.647,3.898,1.85,0.066,0,0,75.187,0.066,0,0.066,0,0,2.775,69.505,614.18,22.001,0.33,12.553,0,28.476,0,3.37,3.105,13.082,0.264,0,1.652,6.211,0.264,34.885,0,4.295,1.52,0.198,1.123,0,0,3.766,0.066,1.52,0.529,0.264,0.132,2.907,0.595,550.753,7.664,0.595,1.454,0,0.132,0,2.312,0.529,0.727,19.16,5.484,9.051,0,0.264,1.85,1.255,0.462,0,1.784,1.387,0.462,16.716,0.33,0,4.096,0.132,0,1.454,0,0,0.132,0.595,0,0.132,0.132,0,7.928,0,227.939,0.066,14.205,0.066,9.25,1.718,0.066,134.121,54.507,0.066,0,0.462,1.916,0.529,2.511,0.066,28.476,0,114.102,0,0.396,24.049,0.066,0.066,0.066,2.709,0.33,0,2.907,0,71.289,31.978,0,1.586,0.132,0.595,31.317,41.756,35.942,0.396,40.434,0.132,0.595,2.577,0.991,0.132,38.783,0,2.378,0.462,0.066,0.396,0,0.066
SD1677,0.295,2.363,1.92,0.738,5.956,2.609,66.993,30.519,0.246,35.786,0.788,21.018,0.049,0.591,0.148,0.935,21.166,0.541,756.222,0.394,1.674,0.788,0.098,1.083,0.492,4.873,0.935,38.542,0.246,0.394,0.049,0.197,6.891,0,0.098,0,0,4.086,2.953,0.197,0.492,0.394,0.098,1.477,1.821,0.64,1.329,0.345,0,3.79,19.148,1.477,4.676,0.098,4.529,2.215,4.381,0.049,5.513,4.43,9.549,0,0.541,3.741,32.143,0.148,0.148,0.049,425.883,0.197,29.091,1.821,1.132,13.733,198.863,6.99,0.098,0.689,17.524,0,1.821,7.433,1.083,7.974,2.56,0.788,11.174,0.394,11.666,0.443,5.464,0.492,16.785,1.034,12.404,0.049,0,1.28,0.345,19.05,0.788,2.412,0.443,14.964,1.083,1.231,0,115.725,3.593,3.79,8.22,0.443,0.394,113.017,0.394,5.218,126.898,0.541,0.394,0.689,38.05,0.148,0.689,1.034,12.897,8.909,1.575,0,0.443,0.492,2.018,11.617,14.915,32.586,154.562,4.086,2.56,0.098,7.039,1.427,0.345,0.64,2.412,0.738,93.771,1.969,0.148,0.049,0.345,2.412,0.345,0.492,0.64,22.446,6.694,0.295,0.049,0.246,0.788,5.464,2.51,0.443,0.148,2.855,3.298,4.479,3.495,0.049,1.132,5.759,214.221,0.738,0.148,1.526,0.394,7.088,0.738,0,1.28,16.982,2.51,51.882,0.295,13.34,8.516,0.148,3.593,0.049,0.246,10.977,0.788,25.449,0.246,21.314,0.394,3.79,0.64,0.689,39.28,9.303,22.003,0.246,0.492,0.984,0.246,5.316,1.624,0.049,6.301,6.251,1.723,1.378,0.049,0.689,1.329,0.64,6.941
SD1769,864.577,14135.67,0,202.16,178.708,258.152,0.398,0,0,0.057,287.908,0.057,308.919,801.827,26.803,0.057,0,0,0.227,350.657,250.827,0,269.793,2.328,403.355,0,0,0.17,0,0,0,74.05,0,16.695,9.994,59.853,25.724,0.114,0,2.328,35.208,27.144,254.574,270.077,0,1.988,0.965,17.888,17.547,217.663,0,424.707,99.604,25.327,46.679,169.281,0,24.759,0.227,2.328,0.057,1.817,111.018,262.525,0.057,0,0,2.044,9.086,152.472,0,0.17,0,61.897,0.057,0.284,3.237,0,9.654,6.53,2.215,1.874,0,2.783,0,74.107,0.057,0,0,0,1.59,2.442,2.953,18.569,32.482,1.76,5.224,0.057,31.857,0.114,16.298,0.057,25.213,0.454,0,0.341,49.461,0.057,0.398,0.227,3.18,19.251,0,0.114,0,0.057,12.323,0,0.398,0.057,2.101,0.341,0.398,0.284,358.892,0.341,0.227,1.306,0.227,0,0,0,0.17,0.795,1.193,0.341,1.306,0,13.118,0,0.284,0.114,0,0.511,0.511,0.398,1.193,0.227,0,11.244,0.17,0,6.985,0,0,0,0.454,0.057,0.227,0.227,0.227,13.686,0,25.043,0.511,3.294,0,6.247,0.909,0.114,434.872,125.044,0,0,0,4.486,1.817,1.533,0,0.738,0,7.78,0,3.01,0.284,0,0,0.284,5.111,0.114,0,2.215,0.057,1.874,8.12,1.079,0.057,0,0.852,7.553,1.76,12.266,0.057,82.17,0.227,0.227,0.057,0,0.625,2.896,0.057,0,0,0,0.057,0.284,0.568
SD1775,0,0.525,16.923,0,0,1.05,118.666,13.733,2.908,72.661,0.081,22.376,0,1.454,0.081,0.202,12.077,0.202,1937.786,0.283,0.04,0.808,0,0.081,1.898,2.141,4.281,8.32,0.687,23.992,15.065,0,0,0.283,0,0,0,31.302,0.606,0,0.767,1.535,0.121,3.918,0.283,0.283,0.323,0.04,0,0.364,20.074,1.212,4.564,0.081,0.727,0.687,3.999,0,1.212,2.787,174.686,0,0,2.343,2.868,1.131,12.723,0,209.018,1.05,3.11,84.536,0.606,1.535,45.843,9.532,0.121,0.444,10.138,0,3.312,172.828,22.214,1.333,6.543,0.525,23.628,0.808,30.535,2.625,0.969,19.71,1.01,0.444,0.323,0,0.162,0.162,0.081,0.606,0,0.929,0.081,0.565,0.444,0.646,0,9.29,0.969,9.411,27.546,0.162,5.13,9.774,0.687,2.868,117.979,0.04,0.081,21.609,38.411,0.162,0.121,4.766,1.454,3.15,19.508,7.149,0.364,1.05,0.404,4.766,0.848,98.915,345.414,1.696,0.687,1.494,50.891,9.572,0.121,9.774,0,272.187,109.659,0.323,0.04,0.283,1.333,0.767,1.818,13.248,0.04,2.464,1.616,8.482,0,0.283,2.989,0.404,5.008,0,5.493,2.625,8.28,3.11,0.202,0,15.631,6.866,46.408,0.808,0.283,0.242,2.666,0.848,0.081,0,5.493,9.047,1.333,4.039,6.058,0.323,3.474,0.646,0.242,1.091,0,0.525,0.04,63.089,1.575,10.138,0.444,0,2.181,0.162,91.725,1.131,23.628,0.323,0.444,1.091,0.444,4.483,9.734,0,0.444,7.391,1.252,0.323,0.364,0.808,0.04,2.747,5.816
SD1818,1.397,5.778,9.651,0,0.063,0,119.876,22.413,1.333,7.302,0.063,0,0,0.635,0.063,0.952,22.223,1.46,521.409,2.984,0.063,0.127,1.333,3.556,2.032,0.254,0.762,53.335,2.667,6.032,8.318,0.254,5.27,0.317,0,0,0,37.842,1.651,0.952,1.016,2.984,0.254,0.571,4.127,0,1.587,0.127,0,3.238,10.54,1.397,51.366,0,1.587,0.762,6.286,0,4.254,4.826,15.81,0.571,24.635,5.524,2.921,0.698,0.571,0,193.592,0.889,0.19,4.952,0.127,6.794,105.526,1.778,0.063,1.016,4.635,0,3.556,31.81,0,0.635,6.159,3.746,25.143,4.889,5.524,0.063,0.254,29.397,38.033,6.667,1.587,0,0.825,1.206,1.016,20.381,0.381,0.825,0.063,0.762,0.381,0.381,0.063,20.826,1.143,34.54,152.511,0.825,6.921,5.206,0.444,9.524,68.573,0.063,0.063,1.206,96.32,0.254,0,1.841,5.397,5.206,1.587,1.587,0.571,12.572,2.857,0.508,71.557,19.048,166.67,0.952,1.27,1.651,102.415,2.73,0.381,0.825,0.508,39.175,99.431,12.445,0.254,3.873,0.127,5.841,4.254,3.683,5.46,6.159,0.698,0.19,0,1.333,1.714,8.127,13.397,0.127,0.19,2.54,16.445,1.524,0.063,0.444,8.254,4.889,65.462,1.397,0.698,0,0.952,5.841,1.016,0.19,0.063,11.302,1.079,81.843,2.54,6.73,3.937,0.317,2.984,0.254,0.317,15.238,0.444,50.223,0,12.826,10.095,0.889,0.635,0.825,24.191,1.778,167.559,1.143,0.317,0.254,0.571,5.905,7.937,0,1.016,6.159,3.238,0.127,0,0.444,3.111,0.444,2.159
SD1819,0.047,0.093,17.93,0.607,0.093,0.42,118.739,4.109,1.214,4.949,0.14,21.805,0.233,0.607,0.233,0.467,7.938,0,93.805,0.233,0.047,1.027,0.047,0,6.817,3.502,3.642,23.86,62.288,1.868,0,0.187,0,8.078,0,0.047,0.14,2.381,0.981,0,2.288,0.327,0.187,0.56,0.093,0,0.794,1.167,0,3.689,6.864,10.086,7.611,0.654,0.514,0.794,1.074,0,28.949,1.447,14.288,0.047,0.84,2.148,0.28,0,0,0.093,118.272,0.607,1.261,37.307,1.728,2.428,12.747,6.677,0.514,0,3.409,0,1.214,67.237,1.961,1.541,17.37,2.241,4.202,0.374,0.607,0.047,0.747,375.967,7.237,0.981,0.514,0.374,0.233,3.689,1.074,0.374,0,0.467,0.467,0.093,0.56,0.327,0.233,5.23,17.696,0.794,0,0.56,0.56,3.782,0.887,0,17.323,0.28,0.14,0.654,61.494,0.047,1.027,83.066,72,10.973,19.191,16.856,0.28,0,1.494,3.875,4.249,107.346,113.696,9.058,3.409,3.035,15.689,5.743,3.969,34.552,0,6.864,24.187,0.047,1.588,0.607,0.28,1.588,18.584,10.646,0.42,3.268,0.28,10.506,0.047,1.588,2.335,1.074,2.988,0.233,14.335,6.584,2.241,19.611,0.233,0.42,13.821,22.599,6.63,0.607,0,0,0.187,4.763,0.187,0.233,2.755,40.669,0.14,80.311,0.514,1.354,31.377,0.467,0.7,0.607,0,1.214,0.047,17.229,0.14,150.396,2.054,2.895,5.65,0.187,111.782,5.37,22.132,0.327,0.327,1.588,0.934,0.981,7.658,0.607,0.467,1.541,0,0.374,0.514,0.747,0.187,1.354,1.074
SD1821,0,0,4.917,0.044,0,0.044,0.219,0.088,0.439,17.954,0,0,0,0,0.132,0,0.088,0,2259.224,5.092,0,6.321,0.088,0.088,0.395,4.434,3.073,0,1.58,0.088,6.102,0,3.073,0,0,0,0,0.044,0,0,0,0.088,0,0.088,8.955,0.044,0,0,0,1.624,6.321,0.483,3.248,0,0.527,0.922,0.439,0,0.176,0.571,19.139,0.088,3.512,0.088,4.873,0.571,0,0,2.634,0.395,0.439,0.307,9.657,1.01,20.061,7.506,0,7.024,0.176,0,0.878,0.395,9.614,0.219,0.088,0.527,8.779,0,1.536,0.044,1.536,28.138,1.624,0.132,0,0,0,0.966,0.878,9.745,0,0.219,0.044,0.132,0.746,0,0,2.37,0.176,0.263,18.393,0.044,0.878,0.263,0.483,0.219,0.571,0.044,0.044,12.467,1.58,0.044,0.088,1.141,35.469,0.088,2.897,6.497,0.132,0,0.044,1.712,106.758,224.711,147.451,0.132,0.088,0.307,2.195,26.295,0,19.534,0,127.654,29.762,0.263,0,0.351,0.483,0.219,0.615,1.756,0.088,0.307,0,1.58,0,0.044,0.044,0,3.029,0.132,2.283,3.38,8.209,1.624,0.263,0.044,1.097,4.258,13.433,0.395,0.176,0.044,0.395,0.922,0,0,0,0.702,0.088,1.273,0.044,0.702,0.351,0.263,0,0.658,0.132,0.307,1.624,64.397,0.922,3.424,0,0.088,0.395,0.044,11.896,0.219,3.38,0.176,0.571,0.132,0.79,0.263,3.205,0,3.775,1.712,9.175,0,0,0.79,0,0.746,0.79
SD1856,62.635,6116.192,0,0.241,241.452,155.903,0.241,0.04,0,0.08,1211.202,1.206,57.891,234.256,13.186,0.201,0,0,0.281,14.151,40.202,0.161,0.402,0.643,119.601,3.136,0.241,2.251,0.563,0.04,0,0.04,0,24.362,86.313,0,18.774,0.322,0,2.452,19.739,201.693,0,153.732,0.241,1.889,15.277,133.269,4.623,134.395,0,33.77,348.832,4.824,75.459,4.784,0.523,15.438,0.161,2.01,22.473,0.643,1.608,108.063,14.071,0.241,0,0.04,15.478,541.358,0.322,0.322,0.121,41.287,42.453,5.829,2.01,0.04,2.493,0.241,1.889,3.859,0,0.563,0,25.609,0.724,0.04,0.121,0,0.161,8.322,0.201,12.784,12.784,1.93,4.623,3.337,8.362,0.281,10.171,0,6.231,0.322,0,0.322,0,0.442,0.482,0,0.402,0.362,0.241,2.412,0.603,2.171,8.04,0.201,0.161,0,0.643,0.201,25.568,2.131,198.517,0.04,0.884,0.04,0.362,0,0,0,2.412,24.403,22.191,0.603,0.482,0.643,0,1.688,0.161,0.08,1.648,0.362,6.754,0.121,7.317,1.769,0,5.508,8.322,4.503,4.02,0.121,0.08,0.442,0.161,0,0.04,0.241,0.482,1.568,0.884,43.539,1.447,4.864,0.241,4.181,0.804,2.372,203.663,15.438,0,0,1.93,29.026,11.096,0.04,1.608,7.357,0.04,4.462,1.327,0.161,1.206,0.04,0.04,0.523,0.04,0.322,0.884,5.387,0.322,46.433,1.528,5.749,0.523,0.523,0.362,0.281,0.482,4.101,0.121,15.438,0.362,1.206,4.221,0.04,1.729,35.177,0,0.281,0,0.08,0.442,0.402,0.482
SD1857,0.17,0.34,48.265,0.043,0.043,1.616,128.72,6.719,9.1,84.495,0.043,80.838,0.17,3.615,0.34,0.383,55.536,45.33,706.96,0,1.701,0.085,0.17,0.34,18.03,15.351,9.058,1.318,43.119,2.594,29.299,0,7.399,0.808,0,0,0,5.911,22.453,0,0.17,25.217,0,0.34,3.657,0.085,0.765,1.786,0,2.679,27.555,8.59,0.553,1.786,6.591,5.315,4.422,0,1.276,6.251,61.787,0,0,48.86,14.628,0.085,2.509,0.043,854.56,15.309,4.252,40.823,0,3.444,39.377,16.244,0,0.595,5.358,0,5.103,76.16,1.956,2.466,42.864,0.553,0.765,2.551,0.17,41.716,3.147,20.794,6.549,4.125,6.591,0,0.128,6.591,0.34,0.936,0,0.85,0.723,0.085,0,0.553,0,3.742,1.999,0.255,3.785,0.468,12.034,61.064,0.34,1.914,151.087,1.148,0.255,5.358,192.506,0.468,0.68,15.776,4.422,2.339,126.083,4.635,0.425,3.104,0.085,6.974,52.007,113.964,1151.888,1.063,1.446,0,7.654,3.487,0.34,28.534,0,10.248,124.808,6.421,0.043,3.147,0,2.084,0.128,18.625,0.043,23.856,4.125,10.376,0,0.425,0.51,0.936,9.823,0.383,0.298,1.786,1.786,11.694,0.425,0.468,27.258,8.292,13.438,0.595,1.361,1.106,1.658,2.551,0.765,0.085,1.871,11.609,0.638,42.439,3.912,0.213,6.123,0.936,0.255,0.298,0,2.466,0.808,56.599,0.383,116.728,1.233,0.383,18.158,0.128,60.682,1.999,42.779,0.17,0.213,4.635,1.191,8.122,8.08,0.043,1.403,1.914,1.063,0.425,0.213,1.871,0.34,1.956,6.336
SD1901,0,0.132,16.992,0,0,13.867,143.157,7.66,7.528,21.702,0,30.111,0.22,2.025,0.132,0,24.036,0.396,773.806,0.044,0.044,1.321,0.044,0.264,6.603,20.778,17.432,20.778,9.377,4.49,0,0,12.59,0.704,0.088,0,0,3.522,1.893,0,0.088,0.968,0.044,5.459,10.389,0,0.704,0.176,0,1.145,0.264,10.125,0.88,0.352,0.88,2.817,8.628,0,1.145,2.817,19.942,0.088,11.049,4.974,4.578,0.264,0.088,0,22.583,28.218,6.207,128.498,2.333,0.616,239.564,8.452,0.044,1.233,14.219,0,7.131,26.897,17.124,4.798,21.218,6.207,4.798,0.132,4.006,0.264,1.101,326.022,3.566,0.132,2.993,0,0.44,1.101,4.226,46.751,0.088,0.484,1.321,0.132,0.176,0.924,0,7.308,0.748,34.513,185.197,0.572,2.157,10.741,1.277,6.163,352.258,7.44,0.836,22.055,33.104,0.088,0.176,6.119,31.871,3.83,37.638,18.973,1.101,1.189,0.132,0.176,102.57,113.839,223.144,3.214,0.704,4.094,71.226,54.939,0.176,11.269,0.352,24.124,47.851,8.056,1.805,8.408,1.585,1.101,7.44,15.099,0.66,6.823,1.717,1.101,0.044,1.937,0.308,0.528,4.49,0.968,9.641,3.39,7.087,3.258,21.747,0.88,18.621,43.493,9.377,0.704,4.138,0,0.484,0.748,0,0.22,1.629,4.358,0.836,15.363,4.666,0.528,2.245,2.377,0.352,4.138,0.044,0.572,1.497,32.003,0.396,11.093,2.289,5.855,13.118,0.264,194.442,2.905,7.396,0.264,0,1.453,2.377,1.673,5.15,0.088,2.157,2.245,0.088,0.044,0.044,1.453,0.088,1.365,2.333
SD2038,1.802,20.861,0.332,537.447,2.513,0.332,8.06,0,0,0.19,12.943,0.616,0.142,9.34,0.142,15.314,0.616,0.047,23.468,37.739,54.617,0,5.5,3.508,254.737,0.379,0.142,151.714,0,0.095,0,69.314,0,0.379,0.332,40.631,7.633,2.181,0,1.517,61.492,101.032,34.847,8.818,0.19,72.396,3022.951,16.926,6.306,95.201,0,177.458,2798.13,10.904,132.845,437.98,0.569,6.258,61.492,58.031,0.711,4.978,2.608,304.092,0.522,0.237,0.047,7.728,68.603,66.991,0.047,0.569,0.095,28.02,0.142,1.422,7.728,0.379,61.255,6.021,55.186,0.759,0,0,0,68.034,0.332,0,0.427,0,0,5.026,161.718,11.758,24.085,1.659,0.284,0.284,89.701,0.095,0.095,30.011,12.943,0.379,0,6.021,9.435,1.138,20.387,0.19,30.58,1.233,0.047,1.47,0,0.19,0.901,0.095,0.379,1.659,4.504,5.689,9.245,0.901,1043.461,17.02,9.15,0.237,0,0.047,4.694,0,0.996,15.314,73.392,9.814,17.305,0,1.233,3.745,3.034,0.095,0.047,5.642,121.94,0.474,10.478,0.948,0,8.676,0.522,0.427,5.073,0.047,0.047,0.047,43.333,0.142,0,2.181,1.754,2.845,0,229.989,0.948,446.466,0.047,0.142,0.095,0.19,6.495,19.533,0.047,0.237,0.142,522.513,5.689,2.418,0.142,132.892,0.284,44.613,0,1.754,16.404,0.142,1.944,0.237,13.038,2.465,0.284,2.465,0.142,128.198,0.569,4.172,0.853,0.237,7.017,196.802,258.104,8.866,144.84,31.101,0.142,0.996,0.237,1.896,1.707,1065.033,0.142,10.762,0.332,0.237,0.806,0,0.142
SD2074,0.3,7.35,2.55,0.05,0,0.1,11.9,9,1.1,39.45,0,1.35,0,2.4,0.1,2.5,3,0.05,581.95,0.75,0,2.55,1.2,0.55,1.55,0.9,1.5,21.05,1.4,0.45,22.15,0.75,5.75,0,0,0.5,0.05,0.35,1.65,0.05,0.85,0.65,1.65,1.3,7.05,0.15,0.6,2,0,0.8,21.35,7.75,7.6,0.1,1.3,1.7,2.05,0.05,41.1,5,13.15,0,23.8,2.8,4.6,0.55,0.2,0.1,21.7,5.15,5.8,10.65,5.25,10,20.65,6.15,0.95,1.05,10.75,0.05,3.9,92.7,1.2,0.7,0.8,0.7,350.4,0.2,0.35,1.15,0.45,6.95,55.55,3,0.6,0,0,0.2,0.45,32.55,0.3,6.95,0.1,0.1,0.3,1.4,0.8,4.05,15.15,8,9.25,0.3,0.3,1.15,0.05,0.5,142.15,1.7,0.3,2.4,4.75,0.05,0.45,0.85,3.7,15,2.05,9.9,2.85,1.5,10.8,6.95,59,34.05,174.1,6.95,14.9,1.15,1.6,33.95,0.3,4.25,0.05,228,38.5,0.5,0.15,0.35,1.5,0.05,3.45,1.95,0.2,0.15,0.4,0.25,0.35,1.15,4.65,10.5,0.55,0,0.95,13.6,1.45,10.15,0.95,0.05,1.6,41.8,15.2,0.8,0,0.2,1.2,15.35,0,2.25,3.55,56.55,0.1,192.95,0.05,4.05,9.1,0.3,7,0.7,0.35,15.6,0.5,27.1,1.25,39.95,0.4,0.2,1.1,0.4,156.85,23.95,73.85,0.35,0.7,5.1,0.9,4.7,4.9,0.5,1.05,2,1.05,3.5,0.35,0.2,1.5,8.5,1.65
SD2090,0.211,9.647,0.253,0.716,0.126,0.8,128.491,0.337,0.042,49.206,1.432,5.898,0.042,0.59,0.042,2.78,9.732,19.927,1121.201,0.126,0.126,0.084,0.042,0.463,2.907,2.233,0.463,25.319,0.506,0,15.63,0.084,8.552,0.169,0.253,0.126,0,0.126,0.674,0,0.506,1.769,0.295,3.075,4.508,0.042,1.938,3.918,0,17.862,7.415,7.541,0.59,0.337,33.366,1.643,0.674,0,32.102,1.39,68.922,0.379,1.264,1.643,0.632,2.191,0.084,0,143.531,1.39,2.359,0.758,0.126,8.636,69.469,0.758,1.222,0,3.665,0.126,1.727,0.548,0.042,2.528,0.042,0.674,1.938,0.042,8.299,0.59,2.486,199.098,46.215,2.949,0.421,0.211,0.337,0.885,3.876,98.749,0.211,0.758,0.169,0,1.643,0.632,0.126,2.022,17.61,1.685,1.095,0.59,1.938,1.854,0.126,1.222,53.756,0.337,0.126,2.443,105.068,0.042,0.084,56.578,3.16,12.301,1.601,0.927,0.211,0.843,1.98,1.264,65.509,23.929,366.347,32.017,10.069,3.623,38.295,2.443,0.463,8.173,0.042,82.866,11.88,1.222,0.169,1.011,1.18,0.463,5.35,1.348,0.758,2.612,2.486,0.548,0.084,0.084,0,8.636,1.812,0,1.39,9.689,362.387,5.35,0,0.084,4.255,0.506,15.63,0.59,0.253,0.084,0.506,5.687,0.253,0.843,0.042,30.29,0.253,68.079,0.716,2.823,10.911,0.126,3.497,0.379,0.084,7.836,0.042,17.483,0.126,87.163,1.39,1.938,4.55,1.137,96.769,4.002,21.865,0.337,0.506,2.528,0.632,2.064,3.581,0.379,0.169,1.137,0.084,0.548,0.8,0.885,0.758,0.084,1.348
